,city_name,lat,long,temp,cloudiness,humidity,wind_speed,country_code,date_of_measurement
382,maltahohe,-24.83,16.98,74.48,74,45,12.28,NA,1608667234
383,the valley,18.22,-63.06,82.4,40,69,17.22,AI,1608667234
384,perth,-31.93,115.83,72.0,0,49,13.87,AU,1608667234
385,benguela,-12.58,13.41,75.58,65,81,7.45,AO,1608667234
386,praia,14.92,-23.51,73.4,0,73,13.87,CV,1608667234
387,alexandria,31.22,29.96,64.4,40,68,11.41,EG,1608667234
388,boundiali,9.52,-6.49,76.73,54,20,2.59,CI,1608667234
389,corn island,12.17,-83.04,81.9,0,78,16.22,NI,1608667235
390,nome,64.5,-165.41,28.4,90,86,29.97,US,1608667227
391,marsh harbour,26.54,-77.06,72.27,94,58,12.97,BS,1608667200
392,pogar,52.55,33.26,24.58,100,97,12.33,RU,1608667235
393,roebourne,-20.78,117.13,82.94,76,53,9.1,AU,1608667235
394,bulgan,48.81,103.53,-0.83,0,82,5.23,MN,1608667235
395,san lawrenz,36.06,14.2,57.0,20,93,4.7,MT,1608667235
396,lorengau,-2.02,147.27,80.2,100,79,7.72,PG,1608667235
397,shenjiamen,29.96,122.3,53.96,91,65,12.3,CN,1608667235
398,rangapara,26.82,92.65,55.74,0,55,3.02,IN,1608667235
399,kirakira,-10.45,161.92,81.01,81,78,2.55,SB,1608667235
400,flinders,-34.58,150.86,66.0,0,61,8.01,AU,1608667235
401,san quintin,30.48,-115.95,67.08,27,40,5.3,MX,1608667235
402,bud,39.45,-86.18,44.01,1,56,8.05,US,1608667235
403,charters towers,-20.1,146.27,76.86,99,83,7.09,AU,1608667236
404,ombessa,4.6,11.26,74.98,0,65,6.15,CM,1608667236
405,rio cuarto,-33.13,-64.35,91.4,0,13,26.4,AR,1608667236
406,villa del rosario,7.83,-72.47,86.0,69,62,11.41,CO,1608667236
407,zhigansk,66.77,123.37,-47.0,53,77,1.88,RU,1608667236
408,zhanaozen,43.3,52.8,23.52,0,89,13.85,KZ,1608667236
409,urubicha,-15.38,-62.95,96.35,93,30,2.21,BO,1608667236
410,olbia,40.92,9.49,59.0,75,82,8.05,IT,1608667236
411,raga,8.46,25.68,75.61,52,29,3.62,SS,1608667236
412,kamina,-8.74,24.99,64.89,100,97,3.15,CD,1608667236
413,upington,-28.45,21.26,78.8,0,61,14.99,ZA,1608667236
414,asuncion nochixtlan,17.47,-97.23,65.66,0,51,8.08,MX,1608667236
415,hoa binh,20.81,105.34,62.6,75,51,6.93,VN,1608667236
416,satipo,-11.25,-74.64,78.3,100,79,2.77,PE,1608667236
417,anadyr,64.75,177.48,-14.01,100,75,17.9,RU,1608667214
418,marienburg,54.04,19.03,45.0,100,100,11.12,PL,1608667236
419,smoky lake,54.12,-112.47,14.0,60,92,9.17,CA,1608667237
420,jensen beach,27.25,-80.23,68.0,40,64,9.17,US,1608667237
421,kaoma,-14.78,24.8,67.95,98,85,1.41,ZM,1608667237
422,nipawin,53.37,-104.0,5.0,90,84,17.22,CA,1608666988
423,sembabule,-0.08,31.46,64.78,0,83,4.72,UG,1608667237
424,port augusta,-32.5,137.77,60.8,0,67,9.17,AU,1608667237
425,westport,41.14,-73.36,45.0,75,56,10.29,US,1608666977
426,aleksandrov gay,50.15,48.57,3.13,0,83,4.79,RU,1608667237
427,morro bay,35.37,-120.85,68.0,0,76,1.99,US,1608667237
428,savalou,7.93,1.98,87.82,48,48,9.93,BJ,1608667237
429,myrtle beach,33.69,-78.89,63.0,1,37,13.87,US,1608667187
430,beira,-19.84,34.84,79.83,88,85,8.81,MZ,1608667237
431,bay roberts,47.6,-53.26,48.2,20,87,32.21,CA,1608667237
432,sioux lookout,50.1,-91.92,15.8,90,85,4.7,CA,1608667237
433,cabedelo,-6.98,-34.83,84.2,20,62,12.75,BR,1608666959
434,luancheng,37.88,114.65,26.6,100,68,4.47,CN,1608667237
435,namatanai,-3.67,152.43,79.36,100,82,4.7,PG,1608667238
436,pasighat,28.07,95.33,57.72,0,57,2.95,IN,1608667238
437,san patricio,28.02,-97.52,75.2,75,60,17.22,US,1608667238
438,kutum,14.2,24.67,65.23,0,25,9.82,SD,1608667238
439,aswan,24.09,32.91,65.61,15,27,9.82,EG,1608667238
440,elesbao veloso,-6.2,-42.14,85.48,100,62,3.2,BR,1608667238
441,campos,-21.75,-41.3,73.4,75,100,4.7,BR,1608667206
442,quatre cocos,-20.21,57.76,77.0,40,88,13.87,MU,1608667238
443,adrar,20.5,-10.07,62.44,0,31,12.91,MR,1608667238
444,uch,45.32,-0.93,57.2,0,93,8.05,FR,1608667238
445,mitsamiouli,-11.38,43.28,81.73,10,75,8.39,KM,1608667239
446,gresham,45.5,-122.43,48.2,90,75,8.05,US,1608667066
447,hirara,24.8,125.28,71.85,94,79,24.0,JP,1608667239
448,pangnirtung,66.15,-65.71,8.6,90,78,9.17,CA,1608667239
449,palauig,15.44,119.9,79.84,0,72,3.18,PH,1608667239
450,obihiro,42.92,143.2,26.44,1,93,3.2,JP,1608667239
451,cayhagan,9.67,122.43,78.39,94,81,6.31,PH,1608667239
452,mana,5.66,-53.78,80.51,86,83,12.62,GF,1608667239
453,barcelona,41.39,2.16,57.0,0,87,11.41,ES,1608667073
454,charlestown,-32.95,151.67,64.99,45,63,7.92,AU,1608666963
455,seguin,29.57,-97.96,75.2,1,41,14.99,US,1608667239
456,durango,24.83,-104.83,68.52,100,20,8.3,MX,1608666976
457,hirado,33.36,129.55,46.0,0,75,8.01,JP,1608667239
458,uvalde,29.37,-99.77,68.0,90,68,12.75,US,1608667239
459,honolulu,21.31,-157.86,77.0,20,69,4.7,US,1608667201
460,deputatskiy,69.3,139.9,-27.51,86,86,3.98,RU,1608667239
461,tilichiki,60.47,166.1,-21.39,3,88,10.83,RU,1608667240
462,port blair,11.67,92.75,77.14,1,75,9.04,IN,1608667240
463,iringa,-7.77,35.7,66.2,75,77,3.91,TZ,1608667240
464,behbahan,30.6,50.24,48.2,0,87,1.83,IR,1608667240
465,catamarca,-28.47,-65.79,93.0,0,34,7.0,AR,1608667240
466,abu samrah,35.3,37.18,52.66,91,79,5.82,SY,1608667240
467,dalvik,65.97,-18.53,17.6,20,78,9.17,IS,1608667240
468,faya,18.39,42.45,59.0,0,87,2.01,SA,1608667240
469,trairi,-3.28,-39.27,82.53,43,67,14.25,BR,1608667240
470,andenes,69.31,16.12,37.99,0,65,6.93,NO,1608667240
471,rafsanjan,30.41,55.99,44.53,0,58,0.72,IR,1608667240
472,emerald,-23.53,148.17,73.4,100,88,6.93,AU,1608667240
473,sri aman,1.24,111.46,75.2,100,100,0.49,MY,1608667240
474,nakhon thai,17.1,100.84,60.71,49,75,2.8,TH,1608667240
475,kedrovyy,56.17,91.82,5.0,40,71,8.95,RU,1608667240
476,chapais,49.78,-74.85,10.4,90,85,9.17,CA,1608667240
477,bonavista,48.65,-53.11,44.6,51,93,13.87,CA,1608667241
478,venice,27.1,-82.45,70.0,1,40,6.93,US,1608667241
479,pechora,65.15,57.22,12.47,100,96,6.35,RU,1608667241
480,madimba,-10.4,40.33,82.4,40,83,9.17,TZ,1608667241
481,san rafael,-34.62,-68.33,93.18,0,17,12.62,AR,1608667241
482,vardo,70.37,31.11,32.0,75,94,13.87,NO,1608667241
483,liberal,37.04,-100.92,60.8,1,31,18.34,US,1608667241
484,kikwit,-5.04,18.82,70.66,100,95,1.28,CD,1608667241
485,mabaruma,8.2,-59.78,78.3,98,94,5.01,GY,1608667241
486,sao joao da barra,-21.64,-41.05,73.4,75,100,4.7,BR,1608667241
487,suleja,9.18,7.18,87.8,0,40,3.36,NG,1608667091
488,margate,51.38,1.39,52.0,100,92,11.56,GB,1608667241
489,council bluffs,41.26,-95.86,55.99,1,30,23.04,US,1608667068
490,uige,-7.61,15.06,67.46,100,91,1.39,AO,1608667242
491,torbay,47.67,-52.73,48.2,20,87,32.21,CA,1608667242
492,iquitos,-3.75,-73.25,87.8,75,66,3.36,PE,1608667242
493,samarai,-10.62,150.67,81.79,100,75,3.87,PG,1608667242
494,salina,38.84,-97.61,64.99,1,37,18.34,US,1608666963
495,barra patuca,15.8,-84.28,79.36,7,84,16.8,HN,1608667242
496,am timan,11.03,20.28,75.96,0,19,3.2,TD,1608667242
497,tamasi,46.63,18.28,42.01,100,95,11.01,HU,1608667242
498,tigil,57.8,158.67,6.93,100,95,1.92,RU,1608667242
499,ilanskiy,56.24,96.06,1.85,100,92,12.88,RU,1608667242
500,tura,25.52,90.22,57.49,0,81,3.09,IN,1608667242
501,xingcheng,40.62,120.72,28.17,100,85,8.55,CN,1608667242
502,nelson bay,-32.72,152.15,64.99,8,63,6.93,AU,1608667242
503,tutoia,-2.76,-42.27,87.8,20,66,14.99,BR,1608667242
504,manbij,36.53,37.95,44.6,75,87,4.7,SY,1608667242
505,cobija,-11.03,-68.77,73.4,90,100,4.7,BO,1608667151
506,pedasi,7.53,-80.03,83.16,6,75,14.12,PA,1608667243
507,sangmelima,2.93,11.98,71.1,49,81,2.89,CM,1608667243
508,frederico westphalen,-27.36,-53.39,81.0,0,36,3.0,BR,1608667243
509,simplicio mendes,-7.85,-41.91,88.14,91,51,1.3,BR,1608667243
510,tiradentes,-21.11,-44.18,73.4,75,78,8.05,BR,1608667243
511,havoysund,71.0,24.66,37.4,0,55,16.11,NO,1608667243
512,dubai,25.26,55.3,71.6,0,53,1.12,AE,1608667083
513,saint-leu,-21.15,55.28,77.0,0,65,5.82,RE,1608667243
514,ust-kishert,57.37,57.25,23.27,100,97,14.7,RU,1608667243
515,tautira,-17.73,-149.15,75.2,75,88,27.51,PF,1608667243
516,ayan,56.45,138.17,-11.06,0,86,17.6,RU,1608667243
517,yarim,14.3,44.38,50.92,13,62,3.91,YE,1608667243
518,portgordon,57.66,-3.02,37.4,75,93,9.17,GB,1608667243
519,lasa,46.62,10.7,35.6,75,100,8.05,IT,1608667244
520,luzhou,28.87,105.44,46.65,100,72,2.42,CN,1608667244
521,hohhot,40.81,111.65,6.8,0,77,2.24,CN,1608667244
522,phaphund,26.6,79.47,58.28,98,37,3.78,IN,1608667244
523,acari,-15.43,-74.62,77.85,86,50,10.94,PE,1608667244
524,san francisco del mar,16.23,-94.65,84.65,46,58,24.76,MX,1608667244
525,kainantu,-6.29,145.87,60.71,84,94,3.62,PG,1608667244
526,antofagasta,-23.65,-70.4,70.0,20,64,14.99,CL,1608667244
527,kenora,49.82,-94.43,19.4,90,92,11.41,CA,1608667167
528,chachapoyas,-6.23,-77.87,64.78,89,79,2.71,PE,1608667244
529,thaba nchu,-29.21,26.84,66.2,100,93,6.93,ZA,1608667244
530,mangan,27.52,88.53,55.04,0,37,3.58,IN,1608667244
531,moron,-34.65,-58.62,91.99,0,21,6.93,AR,1608667244
532,chateaubelair,13.28,-61.25,80.6,40,78,6.93,VC,1608667244
533,baoding,38.85,115.49,30.27,90,83,2.42,CN,1608667244
534,seoul,37.57,126.98,30.2,40,92,3.02,KR,1608666980
535,bastia,42.67,9.33,57.0,90,100,1.12,FR,1608667245
536,banjar,-8.19,114.97,82.4,20,74,10.29,ID,1608667245
537,ixtapa,20.7,-105.2,78.8,75,57,5.82,MX,1608667222
538,maralal,1.1,36.7,58.6,4,89,7.99,KE,1608667033
539,kasulu,-4.58,30.1,69.8,20,94,3.11,TZ,1608667245
540,perama,37.98,23.58,54.0,75,76,4.16,GR,1608667245
541,new castle,41.0,-80.35,39.0,90,86,8.05,US,1608667245
542,sorland,67.67,12.69,41.0,0,75,6.93,NO,1608667245
543,funadhoo,6.15,73.27,78.87,100,89,21.12,MV,1608667245
544,naco,31.33,-109.95,66.0,72,16,5.01,MX,1608667245
545,parnarama,-5.68,-43.09,82.04,100,81,1.36,BR,1608667245
546,takab,36.4,47.11,29.55,100,81,1.59,IR,1608667246
547,nuuk,64.18,-51.72,26.6,90,100,4.7,GL,1608667246
548,necochea,-38.55,-58.74,83.3,0,31,15.75,AR,1608667246
549,mayumba,-3.43,10.66,77.11,80,90,3.98,GA,1608667246
550,greenville,35.61,-77.37,55.4,1,32,6.93,US,1608666968
551,burgeo,47.62,-57.62,36.07,100,84,39.3,CA,1608667246
552,trogir,43.51,16.25,48.99,20,93,4.7,HR,1608667246
553,kungurtug,50.6,97.52,-8.23,100,81,2.48,RU,1608667246
554,hofn,64.25,-15.21,25.07,5,84,9.8,IS,1608667246
555,north mankato,44.17,-94.03,48.0,1,48,21.92,US,1608667246
556,ovsyanka,55.96,92.55,5.0,40,71,8.95,RU,1608667246
557,pokosnoye,55.53,101.05,0.9,99,93,6.11,RU,1608667246
558,mugumu,-1.85,34.7,61.83,13,91,1.48,TZ,1608667246
559,teya,60.38,92.63,-15.39,100,85,2.42,RU,1608667246
560,omsukchan,62.53,155.8,-31.81,100,79,4.59,RU,1608667246
561,taoudenni,22.68,-3.98,62.47,0,38,12.66,ML,1608667246
562,yumen,40.28,97.2,13.51,0,84,12.59,CN,1608667247
563,bhikangaon,21.87,75.95,63.36,85,31,5.32,IN,1608667247
